Region,Crop_Species,Water_Requirement,Yield,Shade_Tolerance
Temperate,Soybean,1037.7883003083884,6.618458266636552,0.12562441276011105
Arid,Sugarcane,1617.77079801266,7.152745524773804,0.6332716498259973
Arid,Peanuts,1579.396780842349,7.588719203154016,0.4321319606144336
Mountain,Soybean,784.8855743780607,6.694160345076591,0.8360562394691108
Temperate,Sugarcane,905.0303586704619,3.0742666898356843,0.9251697730616905
Mountain,Peanuts,618.535301301761,6.1815383830512625,0.5267828434332301
Arid,Soybean,1333.5870830729589,9.871566194346558,0.38031483240251207
Tropical,Cotton,397.5727658680494,5.003109304011127,0.021998595078750016
Arid,Soybean,1493.5838263744,9.34379638702124,0.9637566392441564
Mountain,Soybean,1563.4981422045978,4.946104229157134,0.9823518001233535
Temperate,Corn,759.2851905380815,2.583772787379583,0.31949516148182866
Coastal,Soybean,1314.9568533132795,7.318176322620637,0.9253064134388836
Mountain,Soybean,885.6027241998454,3.484733477104039,0.45363830663780613
Arid,Soybean,1475.9870474613385,6.304129676793336,0.6457738230457539
Temperate,Peanuts,1420.8388502117318,6.497120774521707,0.8444147335763326
Mountain,Barley,1329.7829484615443,1.1155070436584797,0.27946148574018737
Tropical,Peanuts,1253.9737856370734,4.6352046185397136,0.5447651272289545
Tropical,Corn,1285.7455032692917,9.186653980189591,0.24766318404293064
Mountain,Soybean,752.6435970773531,2.168086638570364,0.6117568364194886
Arid,Rice,957.2203302486963,9.838687474396954,0.5159906960053321
Arid,Rice,210.02194737571918,3.9812853437067846,0.39748726026215775
Temperate,Rice,703.3437290513302,4.875066217004299,0.825257035921078
Coastal,Corn,1680.7180387777412,2.118330002478106,0.3069626397999534
Coastal,Peanuts,1621.0449282826153,2.3220710545161163,0.3851340629565019
Tropical,Soybean,394.98017049820993,4.067570205600997,0.7880974630884315
Mountain,Wheat,609.0411403020862,7.616618852989701,0.6483960458370689
Tropical,Corn,1631.8018044885398,8.303581558275718,0.9990721818008738
Tropical,Sugarcane,1104.0508344697168,7.529969911359284,0.9111027638556654
Tropical,Rice,1501.744155170086,6.027237706890441,0.5716510399082395
Temperate,Rice,1401.7919317067997,9.524975882604151,0.12181337377609669
Arid,Cotton,1773.38009355722,7.1818918670050484,0.06641534085147249
Arid,Soybean,1745.515841865403,1.3184423374886634,0.9137473322572133
Coastal,Barley,477.54702194595455,2.8229391385514124,0.7942857808012813
Arid,Cotton,1231.2448573427084,5.89726801030354,0.5513398353579568
Mountain,Peanuts,660.0731273439902,5.430899246141797,0.9940378654905373
Temperate,Wheat,359.0605583966716,9.400959730654272,0.0019453194699182719
Arid,Soybean,1817.306679790753,2.398293582436761,0.5477882621555472
Tropical,Peanuts,764.8865874744162,9.946436531479108,0.5085912500963877
Coastal,Soybean,376.133255637017,7.900812888739659,0.1468071141373789
Coastal,Wheat,849.6855335803543,8.327566869982867,0.3423295619440295
Coastal,Barley,980.7902302547541,5.43238376778215,0.491152491038388
Arid,Barley,1295.220275544914,9.016671213863315,0.05616905746941658
Tropical,Soybean,211.71939127287095,6.404313041641169,0.4818271008882692
Arid,Barley,1745.590954617514,5.6889053757900605,0.42920362367869425
Arid,Soybean,981.4119940205014,7.101851012056232,0.9775512085347305
Arid,Corn,261.5760365491047,5.631061530308345,0.026184264275555424
Mountain,Cotton,1830.4116001947752,8.985507334280413,0.15534067182228706
Temperate,Cotton,674.1808562580893,9.837266830522863,0.8529707001644639
Tropical,Peanuts,702.193041397717,3.7985744559452184,0.6010688470665212
Coastal,Soybean,1644.3695135876337,3.2680715349185028,0.06898858787575646
Temperate,Barley,1264.7776001727245,9.55988345084289,0.014794573165783254
Temperate,Rice,1031.0284100756005,4.249433612523035,0.7494066397476536
Arid,Barley,1472.2005995598458,3.895686816554847,0.6369791968511223
Mountain,Peanuts,399.38333308805954,3.485408821961216,0.40534598775796327
Coastal,Rice,1991.9301781290746,2.155805011278778,0.8120095666205707
Temperate,Barley,1922.8364663902341,2.8605261381462257,0.48872630493118585
Coastal,Rice,980.6429757481501,4.0584535679541505,0.39409228115776085
Mountain,Rice,1159.4310396222145,8.181635790565231,0.27190963136412527
Coastal,Barley,1223.5872849282093,1.8190911907414877,0.26035129170726845
Mountain,Sugarcane,1734.1861750538824,7.1660171100058205,0.9469139406432069
Coastal,Corn,1157.6423634479484,8.379124679775884,0.18385144381396346
Mountain,Peanuts,868.4515636115852,5.371587951589249,0.23704403291043863
Temperate,Peanuts,935.0362885535685,1.8321290550594789,0.9096945215433616
Arid,Rice,1740.8592893288267,9.016950256996733,0.029103554492123984
Mountain,Cotton,380.8357789888055,5.63965638047605,0.31475883530702375
Temperate,Peanuts,1832.1600059692298,3.7692082203930912,0.5098419694370174
Temperate,Wheat,1442.4946556293532,8.096714013444023,0.6509913723854288
Coastal,Wheat,1277.3801901436645,7.4630161856342525,0.5332891101964594
Mountain,Sugarcane,1309.908173948464,9.828914792229003,0.02245146741008308
Temperate,Rice,821.4423918889502,8.35595539222718,0.311843138427062
Temperate,Peanuts,301.4280940682302,9.663046227776311,0.5815165490391345
Temperate,Sugarcane,487.722089400291,7.318502559250759,0.06756294481323233
Temperate,Corn,1324.7247467058962,7.291493066368259,0.850167258662402
Coastal,Barley,361.41037310562086,6.097516814178837,0.8623183408042973
Temperate,Sugarcane,816.8667395357448,6.618433505993881,0.861236630820798
Mountain,Cotton,1279.3637311526347,9.836487891344923,0.8122279304336122
Temperate,Barley,753.1524895294541,5.980093625769156,0.42555228493081043
Temperate,Soybean,1400.3861721789913,9.690200745740917,0.7844054669224122
Temperate,Corn,1742.7207957929804,2.1399795567501414,0.22463102923307843
Temperate,Wheat,1161.120771760006,2.7093287318930477,0.4420099837648773
Coastal,Peanuts,1060.1232241518237,9.590702496216943,0.8724306159855292
Coastal,Corn,1792.2934170783224,7.942605402395436,0.7625197214923597
Tropical,Barley,1939.5890961016182,9.003021825336775,0.6537950994634486
Arid,Sugarcane,927.8637620154677,1.2780557922463136,0.029542197386786095
Temperate,Peanuts,1928.7504218572296,2.603106186358904,0.09967120096017823
Arid,Soybean,1185.8026877281195,7.220334216284733,0.4494532897032488
Tropical,Soybean,1838.9250055110283,1.2398722952801378,0.3255469765164746
Temperate,Soybean,706.6957056518495,3.296455886096025,0.033784785125273165
Arid,Peanuts,391.4746697020664,8.585065426505496,0.47495180673151816
Mountain,Sugarcane,750.9404578543938,7.091974267026417,0.4136946931393992
Temperate,Wheat,1870.3595430002042,3.3026870005518405,0.7951496703123724
Coastal,Corn,637.428526832588,7.268019636113635,0.2758292559274522
Arid,Cotton,1112.1450673624329,3.359795232216114,0.49435066049598
Tropical,Cotton,1457.110663411262,9.439656176216669,0.42341061734409347
Tropical,Soybean,1069.339213020453,8.506024800459631,0.337087431012423
Coastal,Soybean,1328.8503810447223,9.316424771252489,0.43446880312013825
Temperate,Peanuts,1403.583201272129,5.742393290528156,0.3986986141405613
Coastal,Rice,1911.855478162693,5.764727876343107,0.4093298182582009
Tropical,Sugarcane,1252.8800257142113,8.196056652626194,0.7906189864011807
Tropical,Cotton,1455.3580108349834,9.452724948021183,0.4438789683039741
Mountain,Corn,497.93434536362247,7.412982856755075,0.20103971125917564
Coastal,Soybean,1392.792320089574,5.676583480798999,0.9457821135746478
Temperate,Barley,1648.9177490038373,8.840815855079832,0.38820682998805356
Coastal,Corn,313.69788917364497,1.8792464666826612,0.2021893576330357
Tropical,Barley,409.285428475569,6.376792735971724,0.900003000014587
Mountain,Soybean,952.137359675892,6.123246159032044,0.93952555215541
Arid,Corn,627.1262549418151,2.1706187249296667,0.5355895017646889
Coastal,Peanuts,1285.7394405002208,8.634587008146251,0.007190590529292162
Mountain,Corn,1644.1876777477507,7.903184576460484,0.36475117200379437
Temperate,Cotton,298.9748766537511,5.1969813317838,0.6610088740451022
Arid,Corn,1171.9962332964055,4.332252061665367,0.48428826281047754
Coastal,Rice,336.7511387044799,2.143546009072773,0.18254556944882183
Arid,Sugarcane,381.0812416832616,3.4414018708619434,0.5576239631578971
Tropical,Cotton,1884.6819380990555,4.834258208447876,0.6384910574985563
Mountain,Barley,1002.2139954242153,4.341906597801263,0.2516117726187257
Mountain,Cotton,1100.1051327707314,7.801349591628901,0.18046223242613135
Arid,Corn,234.62495363287508,2.7210395225294857,0.7204069294803418
Arid,Wheat,1408.7530392306512,1.389315898448636,0.3345944881444931
Coastal,Rice,704.2606895134163,3.291272264997573,0.8815059935890792
Coastal,Soybean,522.2581137760852,8.987190176018483,0.15382628139981624
Coastal,Soybean,1887.3778733364986,8.121906945561173,0.3805587810593528
Tropical,Wheat,1342.6622454721316,2.23477201433338,0.1419631536874284
Coastal,Sugarcane,289.27382058499404,3.8980460368761998,0.2469292377513267
Arid,Cotton,1320.1947922591332,4.70459101642118,0.256804919658834
Coastal,Soybean,1910.2961292402929,5.618110946959941,0.26995493675769944
Arid,Rice,1279.7237801566052,8.402168858567032,0.21780610440381465
Mountain,Corn,1370.3361450720054,2.550552382420698,0.14367448444970166
Mountain,Soybean,891.855059916579,9.872420107052454,0.11410542664058698
Mountain,Cotton,1489.7075617030318,5.46453990193374,0.6390153049357716
Arid,Wheat,1180.3731856807372,9.721872714564116,0.3346590826608389
Arid,Barley,1809.472349706482,6.784003980139284,0.5323222914379516
Arid,Rice,715.6265895683616,9.232411614314453,0.5666662516503658
Tropical,Cotton,566.3096804606057,5.889504870850196,0.2141131397067353
Arid,Sugarcane,1769.0714392877744,1.9102288306167896,0.37957841315933927
Mountain,Soybean,1263.179727368141,6.052752859433391,0.02250202332360629
Tropical,Sugarcane,1727.2551418975027,8.64414453655008,0.6500231978222389
Coastal,Corn,1621.4961807957213,3.9768211343598825,0.9981809535686766
Coastal,Corn,757.4933668580136,5.669532575929532,0.010183048225916091
Mountain,Barley,1727.6674955260607,5.825718305597787,0.17811053933533816
Tropical,Rice,1076.0350794611038,7.018603289500663,0.15297685542405715
Temperate,Wheat,732.0170107099509,9.012711264576673,0.30028866989842173
Arid,Barley,867.3092653536401,8.370751044813915,0.4782408584979938
Temperate,Cotton,350.328359617518,8.391581943628161,0.3699015922792679
Arid,Wheat,1935.4002591721744,7.428449265648588,0.4347971616802102
Temperate,Sugarcane,982.6847973987666,6.035313831191429,0.27302794718666956
Coastal,Barley,661.944217391625,4.304201424007434,0.02027843397601925
Tropical,Barley,1461.3506223257805,5.222475175443382,0.04525925047223012
Tropical,Peanuts,1982.495233079075,3.665303987216584,0.33508455864717823
Mountain,Corn,708.9214641828197,2.133175359585251,0.9535380129589772
Temperate,Cotton,403.84137723659785,6.000913833150706,0.1676070658783626
Coastal,Soybean,1662.4103946188493,2.530406333151743,0.38978337018237796
Coastal,Rice,1123.1095598996342,2.178383911158697,0.1319383095227371
Coastal,Barley,1979.55077456627,7.631506944225193,0.48504107946949193
Temperate,Cotton,342.9879075419575,2.3249974109179736,0.8338094215426199
Coastal,Corn,1865.0143718696254,3.6447574087005723,0.7990633144547884
Coastal,Cotton,627.3293560104739,7.087065545480763,0.008421740777906805
Arid,Wheat,443.5338634412658,7.896635115470367,0.3577262607834313
Coastal,Barley,1511.0860978906417,7.200417739522137,0.5300476506364784
Arid,Corn,511.8175419161082,9.336003727286968,0.27289839282576767
Mountain,Corn,212.28055182597024,3.8118258546670747,0.37182578897622953
Arid,Soybean,1344.3876001049196,2.791319630321568,0.7329752044819505
Arid,Sugarcane,1146.1885854887507,3.3815084594844182,0.9080360367979479
Mountain,Soybean,868.3782507763307,5.091737255907409,0.14699901049494546
Temperate,Soybean,1771.8597900838608,6.383795654944772,0.7490393804408528
Mountain,Wheat,818.4422804330098,3.1451819331240185,0.8501435363375847
Temperate,Corn,1466.1951925224462,7.623013735871848,0.21635655053336778
Temperate,Barley,784.7970023930741,8.204773458890743,0.4494999232177116
Temperate,Sugarcane,1307.6873420805732,6.0388908580224765,0.6297131464632132
Temperate,Wheat,641.8208353792697,6.106362468739601,0.5869958380560463
Temperate,Sugarcane,1004.4565641086466,2.512026693133482,0.1663428303766905
Temperate,Sugarcane,1030.4262808101048,1.110636641967976,0.503077403529166
Temperate,Peanuts,531.9509309483994,8.807503540170607,0.2918454847400541
Tropical,Cotton,1565.47442516108,3.9358065095648627,0.11571989862715282
Coastal,Sugarcane,1210.1925681470566,2.352860230175149,0.3550625010481797
Coastal,Rice,621.3609390340976,2.145027994091791,0.1045240498082769
Coastal,Soybean,756.4119536027692,7.726753487952612,0.1865603215150634
Coastal,Corn,1745.6058983771609,6.761643696557128,0.17912985121578662
Mountain,Peanuts,1345.9901642484588,4.354506931973505,0.19726569626444923
Tropical,Peanuts,419.17279532802684,3.5812852875827375,0.2650033873305645
Tropical,Sugarcane,1578.0136817945634,6.93478673261975,0.6733975592282545
Coastal,Sugarcane,1965.803778699749,2.2461109529195364,0.9903502015974889
Tropical,Sugarcane,644.6944682211245,2.623360631190923,0.29258065480529294
Arid,Barley,1414.6725933644743,3.050149542003265,0.03462584512217859
Coastal,Wheat,406.8615007765837,1.2214113974488383,0.292232450860475
Coastal,Peanuts,644.8035942524604,7.677394562923567,0.7818657578321807
Coastal,Peanuts,1128.0618011535198,3.3735404506573814,0.6782025603240138
Temperate,Corn,1433.2322771435777,8.102139572932831,0.5464631810753582
Temperate,Peanuts,1647.8647490781038,4.605774331238947,0.20901377087457895
Tropical,Corn,720.0944127692302,5.594863237049842,0.2719259856802292
Arid,Peanuts,714.1826077706874,2.7671914769279224,0.5491765160987279
Arid,Wheat,1134.1262681296648,7.614875048697772,0.5250947379595398
Arid,Barley,521.1082327654335,4.392250046931885,0.41128835402364416
Arid,Rice,1787.7037655071406,6.918121534355192,0.6966095151684815
Mountain,Peanuts,300.7953778224214,9.210639467054916,0.7690154143084407
Temperate,Rice,744.9091132977586,3.6150668585998593,0.6112623397772508
Mountain,Peanuts,1684.3048926047104,2.152061853598787,0.3318863624419047
Mountain,Barley,1751.8824964107785,8.41894539832661,0.615844302231735
Temperate,Peanuts,1458.4441145632202,1.121244312478654,0.19980532393021055
Arid,Peanuts,470.8809958437087,6.072334576413181,0.15614365465068336
Mountain,Soybean,328.2742643912581,7.917201933742233,0.4406616460976086
Arid,Peanuts,723.7351822000918,7.1838342944759,0.3056321418389498
Coastal,Peanuts,1670.7188502839472,8.439633948476526,0.3489569908525715
Temperate,Cotton,1625.3535487748027,4.125808720333973,0.7544534153831558
Arid,Corn,1822.7968868066323,8.220735756143165,0.4100997259734892
Mountain,Peanuts,1979.397794096079,5.099077561863538,0.6988569128899359
Coastal,Barley,842.5436982398697,4.760387408014317,0.2423891423724951
Coastal,Sugarcane,1700.9242778429937,7.262505380935758,0.1880336402546815
Tropical,Rice,1404.1236897666768,9.672808382792393,0.9600796385928316
Arid,Cotton,1961.8067164680147,8.775389651696518,0.9728810610348639
Coastal,Wheat,1231.6342807635144,8.319722798664728,0.22772729617096532
Mountain,Barley,1359.048247377598,5.507243826665093,0.4012783727270107
Arid,Rice,634.7259545193976,7.667635719409687,0.663782837560769
Arid,Peanuts,1534.0171595313293,4.07425983193441,0.4349070756223359
Temperate,Soybean,1306.0906988583233,9.40765408988692,0.1225087951074686
Arid,Wheat,894.1037114898901,8.563742578964376,0.20742531319243063
Coastal,Barley,1708.5762768914442,6.116714859656266,0.21249526399051255
Temperate,Wheat,1160.1712097280665,3.0288539477172494,0.4004234458612873
Arid,Soybean,1335.5143804370282,9.748584311020174,0.12458188608063403
Arid,Soybean,1788.9796706227073,3.336076786092775,0.37207642052713774
Arid,Wheat,929.6045428261233,1.7463577911782888,0.8194324855436853
Arid,Rice,1454.2456852363468,9.642536490523312,0.584721304274047
Temperate,Sugarcane,1592.5425585584903,2.445620290434105,0.6523379934416966
Coastal,Soybean,983.8077148231864,2.196123814025007,0.024412685129892808
Mountain,Soybean,1774.7085590689605,3.7097238351992354,0.7791804705411893
Temperate,Soybean,1894.5123187302443,3.5392347831398396,0.37778445416814077
Temperate,Barley,1799.314992594845,9.544558585370861,0.05284232013058565
Tropical,Barley,674.5249532421574,1.9934657873857302,0.3315614971943144
Arid,Sugarcane,802.5425329719661,7.307307239748072,0.1807003620133738
Arid,Peanuts,796.9996650870427,8.476348738872517,0.9421171640696099
Mountain,Rice,344.558797576782,4.939430531512578,0.35303300090625955
Arid,Peanuts,342.05684070812447,4.800238379686802,0.9047298300461315
Temperate,Rice,545.2277768984773,5.245193936343536,0.43522301074784175
Coastal,Peanuts,878.7523579257404,8.657424192624946,0.10494210034834994
Coastal,Rice,816.688837972426,8.120661500030328,0.5231629876733043
Mountain,Soybean,1471.2135611223705,3.6988490462405705,0.47038334731599374
Coastal,Soybean,608.256956714422,4.806518215971184,0.2958346696142563
Arid,Soybean,518.1371470644199,9.31802361413662,0.5882312631412706
Arid,Sugarcane,881.2497138684331,6.003249284051536,0.7229994661276513
Tropical,Cotton,296.6539954464512,2.2333800407118964,0.09410656582912935
Mountain,Rice,873.5104895859037,1.2502660712114952,0.3629600437442213
Tropical,Peanuts,537.6018793088679,4.207037246637363,0.4980559497712732
Temperate,Corn,1907.9657341627353,3.6944026354369552,0.06756430400600322
Temperate,Barley,791.4615628975089,4.445570246188673,0.7377102860886806
Coastal,Corn,1538.184303320367,2.3104745960875883,0.5621127500289507
Tropical,Barley,576.5590076652677,9.407343080120011,0.4180019278979926
Coastal,Peanuts,1832.1507868728106,1.0654032761749392,0.4814426415379913
